pressure_alt_ft,oat_c,weight_lb,value
0,-54,4500,2889
0,-54,5000,2519
0,-54,5500,2208
0,-54,6000,1943
0,-50,4500,2862
0,-50,5000,2495
0,-50,5500,2188
0,-50,6000,1925
0,-40,4500,2799
0,-40,5000,2440
0,-40,5500,2140
0,-40,6000,1883
0,-30,4500,2739
0,-30,5000,2388
0,-30,5500,2094
0,-30,6000,1842
0,-20,4500,2680
0,-20,5000,2337
0,-20,5500,2049
0,-20,6000,1802
0,-10,4500,2625
0,-10,5000,2288
0,-10,5500,2006
0,-10,6000,1765
0,0,4500,2569
0,0,5000,2240
0,0,5500,1964
0,0,6000,1727
0,10,4500,2345
0,10,5000,2038
0,10,5500,1781
0,10,6000,1560
2000,-54,4500,2894
2000,-54,5000,2521
2000,-54,5500,2209
2000,-54,6000,1942
2000,-50,4500,2867
2000,-50,5000,2498
2000,-50,5500,2188
2000,-50,6000,1924
2000,-40,4500,2804
2000,-40,5000,2443
2000,-40,5500,2140
2000,-40,6000,1881
2000,-30,4500,2740
2000,-30,5000,2387
2000,-30,5500,2092
2000,-30,6000,1838
2000,-20,4500,2683
2000,-20,5000,2338
2000,-20,5500,2048
2000,-20,6000,1800
2000,-10,4500,2628
2000,-10,5000,2289
2000,-10,5500,2006
2000,-10,6000,1763
2000,0,4500,2571
2000,0,5000,2240
2000,0,5500,1962
2000,0,6000,1724
4000,-54,4500,2888
4000,-54,5000,2514
4000,-54,5500,2200
4000,-54,6000,1932
4000,-50,4500,2861
4000,-50,5000,2490
4000,-50,5500,2180
4000,-50,6000,1914
4000,-40,4500,2797
4000,-40,5000,2435
4000,-40,5500,2131
4000,-40,6000,1871
4000,-30,4500,2733
4000,-30,5000,2379
4000,-30,5500,2082
4000,-30,6000,1828
4000,-20,4500,2676
4000,-20,5000,2329
4000,-20,5500,2038
4000,-20,6000,1790
4000,-10,4500,2619
4000,-10,5000,2279
4000,-10,5500,1995
4000,-10,6000,1751
4000,0,4500,2541
4000,0,5000,2211
4000,0,5500,1933
4000,0,6000,1695
4000,10,4500,1863
4000,10,5000,1599
4000,10,5500,1376
4000,10,6000,1180
6000,-54,4500,2769
6000,-54,5000,2406
6000,-54,5500,2101
6000,-54,6000,1839
6000,-50,4500,2743
6000,-50,5000,2384
6000,-50,5500,2081
6000,-50,6000,1822
6000,-40,4500,2679
6000,-40,5000,2328
6000,-40,5500,2032
6000,-40,6000,1779
6000,-30,4500,2621
6000,-30,5000,2277
6000,-30,5500,1988
6000,-30,6000,1741
6000,-20,4500,2564
6000,-20,5000,2228
6000,-20,5500,1945
6000,-20,6000,1703
6000,-10,4500,2510
6000,-10,5000,2180
6000,-10,5500,1904
6000,-10,6000,1667
6000,0,4500,2223
6000,0,5000,1922
6000,0,5500,1668
6000,0,6000,1451
6000,10,4500,1584
6000,10,5000,1346
6000,10,5500,1144
6000,10,6000,962
8000,-54,4500,2541
8000,-54,5000,2197
8000,-54,5500,1908
8000,-54,6000,1659
8000,-50,4500,2517
8000,-50,5000,2177
8000,-50,5500,1890
8000,-50,6000,1643
8000,-40,4500,2461
8000,-40,5000,2128
8000,-40,5500,1847
8000,-40,6000,1606
8000,-30,4500,2407
8000,-30,5000,2081
8000,-30,5500,1807
8000,-30,6000,1571
8000,-20,4500,2355
8000,-20,5000,2036
8000,-20,5500,1768
8000,-20,6000,1538
8000,-10,4500,2304
8000,-10,5000,1992
8000,-10,5500,1730
8000,-10,6000,1504
8000,0,4500,1876
8000,0,5000,1606
8000,0,5500,1378
8000,0,6000,1178
10000,-54,4500,2321
10000,-54,5000,1995
10000,-54,5500,1721
10000,-54,6000,1484
10000,-50,4500,2299
10000,-50,5000,1977
10000,-50,5500,1705
10000,-50,6000,1470
10000,-40,4500,2247
10000,-40,5000,1932
10000,-40,5500,1666
10000,-40,6000,1437
10000,-30,4500,2198
10000,-30,5000,1890
10000,-30,5500,1630
10000,-30,6000,1406
10000,-20,4500,2150
10000,-20,5000,1849
10000,-20,5500,1594
10000,-20,6000,1375
10000,-10,4500,2103
10000,-10,5000,1808
10000,-10,5500,1559
10000,-10,6000,1344
10000,0,4500,1565
10000,0,5000,1323
10000,0,5500,1117
10000,0,6000,927
10000,10,4500,1027
10000,10,5000,839
10000,10,5500,672
10000,10,6000,503
12000,-54,4500,2091
12000,-54,5000,1785
12000,-54,5500,1526
12000,-54,6000,1299
12000,-50,4500,2072
12000,-50,5000,1769
12000,-50,5500,1512
12000,-50,6000,1287
12000,-40,4500,2025
12000,-40,5000,1729
12000,-40,5500,1478
12000,-40,6000,1258
12000,-30,4500,1981
12000,-30,5000,1692
12000,-30,5500,1447
12000,-30,6000,1232
12000,-20,4500,1939
12000,-20,5000,1655
12000,-20,5500,1416
12000,-20,6000,1206
12000,-10,4500,1768
12000,-10,5000,1502
12000,-10,5500,1275
12000,-10,6000,1067
12000,0,4500,1229
12000,0,5000,1017
12000,0,5500,832
12000,0,6000,650
12000,10,4500,744
12000,10,5000,580
12000,10,5500,423
12000,10,6000,262
14000,-54,4500,1858
14000,-54,5000,1572
14000,-54,5500,1329
14000,-54,6000,1108
14000,-50,4500,1840
14000,-50,5000,1557
14000,-50,5500,1316
14000,-50,6000,1098
14000,-40,4500,1798
14000,-40,5000,1521
14000,-40,5500,1286
14000,-40,6000,1073
14000,-30,4500,1759
14000,-30,5000,1488
14000,-30,5500,1258
14000,-30,6000,1049
14000,-20,4500,1720
14000,-20,5000,1455
14000,-20,5500,1230
14000,-20,6000,1026
